creat		46		39		91914		42
lasser d j		2		2		91957		5
ca610401		1		1		91963		4
1217		3		3		91968		6
collinge r m		1		1		91975		4
ca610314		1		1		91980		4
1231		2		2		91985		5
ca610313		1		1		91991		4
1232		8		8		91996		11
rader p j		2		2		92008		5
ca610312		1		1		92014		4
1233		4		4		92019		7
wilkinson j h		2		2		92027		5
ca610311		1		1		92033		4
1235		3		3		92038		6
ca610310		1		1		92045		4
1236		3		3		92050		6
correl		24		19		92057		22
39		8		8		92080		11
sassouni p		1		1		92092		4
ca610309		1		1		92097		4
1237		3		3		92102		6
telescope2		1		1		92109		4
38		7		7		92114		10
brons k a		3		3		92125		6
ca610308		1		1		92132		4
1238		2		2		92137		5
telescope1		1		1		92143		4
37		33		33		92148		36
ca610307		1		1		92185		4
1239		3		3		92190		6
tchebycheff		1		1		92197		4
36		12		10		92202		13
gianni a j		1		1		92216		4
ca610306		1		1		92221		4
1240		3		3		92226		6
siev		7		5		92233		8
35		21		21		92242		24
ca610305		1		1		92267		4
1241		3		3		92272		6
ross d t		5		5		92279		8
ca610304		1		1		92288		4
1242		4		4		92293		7
bitwis		1		1		92301		4
strachey c		1		1		92306		4
ca610303		1		1		92311		4
theoret		55		46		92316		49
macrocompil		1		1		92366		4
ca610302		1		1		92371		4
1245		4		4		92376		7
bratman h		1		1		92384		4
ca610301		1		1		92389		4
1246		5		5		92394		8
north		3		3		92403		6
carolina		2		2		92410		5
bush n		1		1		92416		4
ca610216		1		1		92421		4
rout		33		10		92426		13
turn		18		18		92440		21
penalti		3		3		92462		6
caldwell t		1		1		92469		4
ca610215		1		1		92474		4
34		4		4		92479		7
lipp m f		2		2		92487		5
ca610214		1		1		92493		4
factori		11		7		92498		10
33		7		7		92509		10
ca610213		1		1		92520		4
multint		3		3		92525		6
32		18		18		92532		21
freeman		1		1		92554		4
ca610212		1		1		92559		4
1252		4		4		92564		7
31		61		61		92572		64
collinger m		1		1		92637		4
ca610211		1		1		92642		4
1253		2		2		92647		5
vandergraft j s		1		1		92653		4
ca610210		1		1		92658		4
peavy s		1		1		92663		4
ca610209		1		1		92668		4
ca610208		1		1		92673		4
1256		5		5		92678		8
bk		1		1		92687		4
philco		4		4		92692		7
2000		5		5		92700		8
smith r b		1		1		92709		4
ca610207		1		1		92714		4
nekora m r		1		1		92719		4
ca610206		1		1		92724		4
hanson j w		2		2		92729		5
ca610205		1		1		92735		4
1259		4		4		92740		7
ryle b l		1		1		92748		4
ca610204		1		1		92753		4
100		17		17		92758		20
rabinowitz p		5		5		92779		8
ca610202		1		1		92788		4
101		6		6		92793		9
autom		50		36		92803		39
debug		75		47		92843		50
reduc		98		84		92894		87
lead		39		36		92982		39
enforc		9		8		93022		11
criteria		57		39		93034		42
verifi		16		13		93077		16
maximum		25		24		93094		27
repetit		18		16		93122		19
checkpoint		7		4		93142		7
jacoby k		1		1		93150		4
layton h		1		1		93155		4
ca610714		1		1		93160		4
es		23		23		93165		26
1982		22		22		93192		25
column		24		14		93218		17
divid		35		31		93236		34
rigid		3		3		93271		6
includ		40		39		93278		42
titl		5		4		93321		7
descriptor		3		3		93329		6
major		73		67		93336		70
provid		181		164		93407		167
person		18		12		93575		15
book		3		3		93591		6
ca610201		1		1		93598		4
108		5		5		93603		8
slang		1		1		93612		4
sibley r a		1		1		93617		4
ca610116		1		1		93622		4
110		4		4		93627		7
wattenburg w h		3		3		93635		6
ca610115		1		1		93642		4
ca610114		1		1		93647		4
113		4		4		93652		7
sattley k		2		2		93660		5
ca610113		1		1		93666		4
114		8		8		93671		11
ca610112		1		1		93683		4
thunk		1		1		93688		4
ca610111		1		1		93693		4
116		5		5		93698		8
ca610110		1		1		93707		4
yield		38		34		93712		37
fetch		7		7		93750		10
constant		48		38		93761		41
subexpress		24		13		93803		16
ca610109		1		1		93820		4
119		5		5		93825		8
evan		5		3		93834		6
van		17		15		93841		18
zoeren		1		1		93860		4
ca610108		1		1		93865		4
120		9		9		93870		12
madcap		5		2		93883		5
textbook		4		4		93889		7
wells m b		2		2		93897		5
ca610107		1		1		93903		4
121		5		5		93908		8
mad		8		5		93917		8
galler b a		7		7		93926		10
ca610106		1		1		93937		4
cl		1		1		93942		4
environ		105		75		93947		78
intercommun		1		1		94026		4
7097090		1		1		94031		4
master		11		7		94036		10
instanc		12		12		94047		15
distinct		22		20		94063		23
cheatham		3		3		94087		6
t		71		37		94094		40
leonard g f		2		2		94135		5
ca610105		1		1		94141		4
126		7		7		94146		10
clip		19		3		94157		6
englund d		1		1		94164		4
clark e		1		1		94169		4
ca610104		1		1		94174		4
bottenbruch h		1		1		94179		4
ca610103		1		1		94184		4
gray a a		1		1		94189		4
ca610102		1		1		94194		4
ca610101		1		1		94199		4
1440		2		1		94204		4
five		41		38		94209		41
announc		3		3		94251		6
1311		1		1		94258		4
disk		80		31		94263		34
drive		26		13		94298		16
interchang		41		31		94315		34
pack		17		11		94350		14
newli		5		5		94365		8
wheeling r		1		1		94374		4
ca621225		1		1		94379		4
430		63		63		94384		66
germani		1		1		94451		4
1962		248		247		94456		250
schuff h k		1		1		94707		4
ca621224		1		1		94712		4
432		153		151		94717		154
shoot		2		2		94872		5
morrison d d		1		1		94878		4
riley j d		1		1		94883		4
zancanaro j f		1		1		94888		4
ca621223		1		1		94893		4
433		29		29		94898		32
implic		39		35		94931		38
industri		20		15		94970		18
entangl		2		1		94989		4
specialist		5		4		94994		7
respons		56		40		95002		43
forestal		2		2		95046		5
stage		44		23		95052		26
clearanc		1		1		95079		4
favor		15		14		95084		17
climat		1		1		95102		4
alert		2		2		95107		5
lawyer		3		2		95113		5
situat		40		36		95119		39
freed r n		2		2		95159		5
ca621222		1		1		95165		4
437		11		11		95170		14
behrenz p g		6		6		95185		9
ca621221		1		1		95195		4
438		8		8		95200		11
magic		9		9		95212		12
118		6		6		95225		9
ca621220		1		1		95235		4
perm		3		3		95240		6
115		6		5		95247		8
phillips e s		1		1		95256		4
ca621219		1		1		95261		4
453		5		5		95266		8
polygon		40		13		95275		16
hacker r		1		1		95292		4
ca621218		1		1		95297		4
454		3		3		95302		6
94		3		3		95309		6
grench r e		1		1		95316		4
ca621217		1		1		95321		4
456		3		3		95326		6
ca621216		1		1		95333		4
457		3		3		95338		6
ca621215		1		1		95345		4
458		3		3		95350		6
ca621214		1		1		95357		4
459		2		2		95362		5
148		7		7		95368		10
collison d m		8		8		95379		11
ca621213		1		1		95391		4
500		4		4		95396		7
psif		3		3		95404		6
amit d		1		1		95411		4
ca621212		1		1		95416		4
503		3		3		95421		6
mckeeman w m		11		11		95428		14
ca621211		1		1		95443		4
504		2		2		95448		5
adapt		58		43		95454		46
nimer		1		1		95501		4
simpson		23		18		95506		21
ca621210		1		1		95528		4
506		3		3		95533		6
treesort2		1		1		95540		4
kaup		4		4		95545		7
ca621209		1		1		95553		4
507		1		1		95558		4
treesort1		1		1		95563		4
143		8		8		95568		11
ca621208		1		1		95580		4
508		2		2		95585		5
triangular		11		8		95591		11
regress		24		15		95603		18
142		8		8		95622		11
hafley w l		1		1		95634		4
lewis j s		1		1		95639		4
ca621207		1		1		95644		4
509		1		1		95649		4
world		17		13		95654		16
sonquist j a		1		1		95671		4
ca621206		1		1		95676		4
510		18		18		95681		21
1620		6		6		95703		9
poor		7		6		95713		9
ca621205		1		1		95723		4
511		45		45		95728		48
spent		5		5		95777		8
bigger		3		2		95786		5
better		34		32		95792		35
instantan		3		3		95828		6
evolutionari		3		3		95835		6
maintain		35		31		95842		34
incorpor		38		35		95877		38
neglect		1		1		95916		4
vasilakos g j		1		1		95921		4
ca621204		1		1		95926		4
515		31		31		95931		34
ca621203		1		1		95966		4
516		48		48		95971		51
ca621202		1		1		96023		4
517		33		33		96028		36
pragmat		3		3		96065		6
motion		16		12		96072		15
miniatur		1		1		96088		4
ca621201		1		1		96093		4
519		28		28		96098		31
neurolog		1		1		96130		4
stark l		2		2		96135		5
payne r		1		1		96141		4
okabe y		1		1		96146		4
ca621122		1		1		96151		4
520		6		6		96156		9
linkag		19		12		96166		15
difficulti		35		33		96182		36
devis		14		14		96219		17
updat		42		30		96237		33
primarili		20		19		96271		22
underli		20		19		96294		22
nearli		16		16		96317		19
individu		38		32		96337		35
unreli		6		6		96373		9
discrimin		14		10		96383		13
methodolog		41		29		96397		32
vital		8		8		96430		11
health		7		5		96442		8
demograph		1		1		96451		4
match		87		39		96456		42
newcombe h b		1		1		96499		4
kennedy j m		1		1		96504		4
ca621121		1		1		96509		4
551		2		2		96514		5
pert		12		8		96520		11
larger		25		23		96532		26
000		21		18		96559		21
hour		6		6		96581		9
byproduct		1		1		96591		4
westinghous		2		1		96596		4
baltimor		1		1		96601		4
regard		28		27		96606		30
anticip		5		5		96637		8
lockhe		3		3		96646		6
kahn a b		2		2		96653		5
ca621120		1		1		96659		4
558		3		3		96664		6
equilibr		4		4		96671		7
ca621119		1		1		96679		4
559		3		3		96684		6
106		4		4		96691		7
erwin		1		1		96699		4
ca621118		1		1		96704		4
601		2		2		96709		5
jacobi		12		11		96715		14
99		2		2		96730		5
may r w		2		2		96736		5
ca621117		1		1		96742		4
602		3		3		96747		6
ca621116		1		1		96754		4
603		2		2		96759		5
84		7		7		96765		10
ca621115		1		1		96776		4
604		2		2		96781		5
certif		17		12		96787		15
easter		2		2		96803		5
williams m r		2		2		96809		5
ca621114		1		1		96815		4
141		4		4		96820		7
ca621113		1		1		96828		4
606		2		2		96833		5
inversionalgorithm		1		1		96839		4
ca621112		1		1		96844		4
612		1		1		96849		4
diophantin		5		5		96854		8
peck j e l		7		7		96863		10
ca621111		1		1		96874		4
613		2		2		96879		5
138		5		5		96885		8
dahm d m		3		3		96894		6
wells m		7		7		96901		10
ca621110		1		1		96912		4
614		1		1		96917		4
ca621109		1		1		96922		4
615		2		2		96927		5
enlarg		2		2		96933		5
ca621108		1		1		96939		4
617		3		3		96944		6
ca621107		1		1		96951		4
fettis h e		4		4		96956		7
ca621106		1		1		96964		4
ca621105		1		1		96969		4
quantum		10		9		96974		12
slater		3		3		96987		6
browne j c		3		3		96994		6
ca621104		1		1		97001		4
654		4		4		97006		7
smith v h		1		1		97014		4
allen m l		1		1		97019		4
ca621103		1		1		97024		4
656		2		2		97029		5
eav		2		2		97035		5
lt		1		1		97041		4
b		47		30		97046		33
ca621102		1		1		97080		4
minifun		2		2		97085		5
whitley v w		3		3		97091		6
ca621101		1		1		97098		4
medic		7		7		97103		10
lipkin m		1		1		97114		4
woodbury m a		1		1		97119		4
ca621019		1		1		97124		4
electrocardiograph		3		3		97129		6
phase		31		23		97136		26
live		9		8		97163		11
artifici		40		36		97175		39
undergo		1		1		97215		4
good		33		31		97220		34
motiv		12		12		97255		15
clinic		10		5		97271		8
electrocardiogram		7		4		97280		7
filter		17		9		97288		12
classifi		12		11		97301		14
background		17		16		97316		19
starkl		1		1		97336		4
okajima m		1		1		97341		4
whipple g h		2		2		97346		5
ca621018		1		1		97352		4
ambigu		36		22		97357		25
ca621017		1		1		97383		4
account		44		30		97388		33
shadow		6		3		97422		6
previous		28		28		97429		31
unpublish		1		1		97461		4
futrelle r p		2		2		97466		5
ca621016		1		1		97472		4
711		3		3		97477		6
schrack g f		7		7		97484		10
ca621015		1		1		97495		4
93		4		4		97500		7
george r		12		12		97508		15
ca621014		1		1		97524		4
87		3		3		97529		6
shimrat m		4		4		97536		7
ca621013		1		1		97544		4
ca621012		1		1		97549		4
hellberg l		1		1		97554		4
ca621011		1		1		97559		4
715		3		3		97564		6
summat		19		11		97571		14
fourier		82		33		97586		36
ca621010		1		1		97623		4
716		4		4		97628		7
ortho		2		2		97636		5
walsh p j		1		1		97642		4
ca621009		1		1		97647		4
717		5		5		97652		8
gauss		19		15		97661		18
counts j w		2		2		97680		5
ca621008		1		1		97686		4
718		3		3		97691		6
weightcoeff		1		1		97698		4
125		4		4		97703		7
rutishauser h		3		3		97711		6
ca621007		1		1		97718		4
719		4		4		97723		7
yarbrough l		1		1		97731		4
ca621006		1		1		97736		4
720		5		5		97741		8
pei m l		1		1		97750		4
ca621005		1		1		97755		4
721		3		3		97760		6
ca621004		1		1		97767		4
722		2		2		97772		5
ca621003		1		1		97778		4
723		3		3		97783		6
stack		35		19		97790		22
baecker h		1		1		97813		4
ca621002		1		1		97818		4
725		2		2		97823		5
dispers		9		2		97829		5
pass		53		34		97835		37
manner		34		32		97873		35
econom		37		34		97909		37
reach		10		9		97947		12
mendoza a g		1		1		97960		4
ca621001		1		1		97965		4
727		3		3		97970		6
jacobian		3		3		97977		6
salzer h e		7		7		97984		10
ca620912		1		1		97995		4
728		5		5		98000		8
armerding g w		1		1		98009		4
gruenberger f j		1		1		98014		4
marks s l		1		1		98019		4
parkin t r		1		1		98024		4
ca620911		1		1		98029		4
730		4		4		98034		7
tall		2		2		98042		5
feldman j		5		5		98048		8
ca620910		1		1		98057		4
731		3		3		98062		6
nonexist		2		2		98069		5
grammar		199		57		98075		60
partli		7		4		98136		7
ca620909		1		1		98144		4
733		4		4		98149		7
hankel		5		5		98157		8
schaefer l j		1		1		98166		4
ca620908		1		1		98171		4
734		1		1		98176		4
erfx		3		3		98181		6
crawford m		1		1		98188		4
techo r		1		1		98193		4
ca620907		1		1		98198		4
735		3		3		98203		6
dietzel g f		1		1		98210		4
ca620906		1		1		98215		4
736		4		4		98220		7
normdev		1		1		98228		4
shaferd		1		1		98233		4
ca620905		1		1		98238		4
738		3		3		98243		6
heurist		75		43		98250		46
page		228		78		98297		81
weil j w		1		1		98379		4
ca620904		1		1		98384		4
740		2		2		98389		5
ipl		5		4		98395		7
shaffer s s		1		1		98403		4
ca620903		1		1		98408		4
741		4		4		98413		7
graphic		186		79		98421		82
ca620902		1		1		98504		4
penny j p		1		1		98509		4
pearcey t		2		2		98514		5
ca620901		1		1		98520		4
recircul		1		1		98525		4
customari		4		4		98530		7
displac		7		6		98538		9
probe		12		9		98548		12
markov		20		10		98561		13
reader		19		12		98575		15
schai		1		1		98591		4
spruth w g		1		1		98596		4
ca620836		1		1		98601		4
mcgee w c		1		1		98606		4
ca620835		1		1		98611		4
adjoint		3		3		98616		6
domain		18		14		98623		17
guseman		1		1		98641		4
ca620834		1		1		98646		4
symmetri		5		5		98651		8
n2		11		11		98660		14
12		48		46		98675		49
busing w r		1		1		98725		4
levy h s		1		1		98730		4
ca620833		1		1		98735		4
brenner j l		1		1		98740		4
ca620832		1		1		98745		4
bellman		5		3		98750		6
stone		3		2		98757		5
compris		3		3		98763		6
subdivis		5		3		98770		6
gx		2		2		98777		5
analyt		55		38		98783		41
ui		2		1		98825		4
end		32		21		98830		24
gluss b		2		2		98855		5
ca620831		1		1		98861		4
117		6		6		98866		9
ca620830		1		1		98876		4
ca620829		1		1		98881		4
86		2		2		98886		5
ca620828		1		1		98892		4
923		3		3		98897		6
85		3		3		98904		6
hillmore j s		6		6		98911		9
ca620827		1		1		98921		4
ca620826		1		1		98926		4
78		4		4		98931		7
ca620825		1		1		98939		4
75		7		7		98944		10
ca620824		1		1		98955		4
928		8		8		98960		11
ca620823		1		1		98972		4
929		8		8		98977		11
ca620822		1		1		98989		4
930		8		8		98994		11
ca620821		1		1		99006		4
ca620820		1		1		99011		4
struble g		1		1		99016		4
ca620819		1		1		99021		4
933		10		10		99026		13
ca620818		1		1		99040		4
934		3		3		99045		6
ca620817		1		1		99052		4
telescop		4		4		99057		7
ca620816		1		1		99065		4
ca620815		1		1		99070		4
ca620814		1		1		99075		4
ca620813		1		1		99080		4
ca620812		1		1		99085		4
eisenman b		1		1		99090		4
shapiro m		2		2		99095		5
ca620811		1		1		99101		4
odd		2		2		99106		5
ca620810		1		1		99112		4
ca620809		1		1		99117		4
smith r l		1		1		99122		4
ca620808		1		1		99127		4
trotter h f		1		1		99132		4
ca620807		1		1		99137		4
957		4		4		99142		7
stockmal f		2		2		99150		5
ca620806		1		1		99156		4
treesort		6		5		99161		8
floydr w		1		1		99170		4
ca620805		1		1		99175		4
729		4		4		99180		7
ca620804		1		1		99188		4
varianc		44		27		99193		30
howell j r		3		3		99224		6
ca620803		1		1		99231		4
732		4		4		99236		7
pyle i c		3		3		99244		6
ca620802		1		1		99251		4
distinguish		15		15		99256		18
disjoint		3		3		99275		6
elementari		47		36		99282		39
previou		38		37		99322		40
banerji r b		1		1		99363		4
ca620801		1		1		99368		4
739		2		2		99373		5
robbins d k		1		1		99379		4
ca620733		1		1		99384		4
edit		58		33		99389		36
robison d e		1		1		99426		4
aroian l a		1		1		99431		4
ca620732		1		1		99436		4
742		2		2		99441		5
siler w		1		1		99447		4
laughlin j s		1		1		99452		4
ca620731		1		1		99457		4
743		3		3		99462		6
accomplish		31		31		99469		34
preassign		6		4		99504		7
payrol		1		1		99512		4
custom		8		8		99517		11
social		32		18		99529		21
secur		79		30		99551		33
uniqu		20		20		99585		23
servic		56		35		99609		38
differ		189		157		99648		160
physician		2		2		99809		5
labori		2		2		99815		5
misspel		11		5		99821		8
mainten		31		19		99830		22
psychiatr		3		1		99853		4
maryland		1		1		99858		4
hundr		7		7		99863		10
agenc		7		5		99874		8
patient		4		3		99883		6
undupl		1		1		99890		4
longitudin		1		1		99895		4
earlier		22		20		99900		23
honeywel		5		5		99924		8
elicit		1		1		99933		4
phillip		1		1		99938		4
bahn a k		1		1		99943		4
miyasaki m		1		1		99948		4
ca620730		1		1		99953		4
751		2		2		99958		5
fraser w		2		2		99964		5
hart j f		2		2		99970		5
ca620729		1		1		99976		4
752		3		3		99981		6
synthesi		20		15		99988		18
stationari		8		6		100007		9
nois		9		4		100017		7
auto		4		3		100025		6
covari		14		8		100032		11
corrupt		1		1		100044		4
strict		5		3		100049		6
sens		30		29		100056		32
rt		1		1		100089		4
acf		1		1		100094		4
t0		2		1		100099		4
spectral		11		10		100104		13
densiti		27		19		100118		22
synthes		14		11		100141		14
amplitud		2		2		100156		5
exact		28		25		100162		28
harmon		14		8		100191		11
peabody p r		1		1		100203		4
adorno d s		1		1		100208		4
ca620728		1		1		100213		4
ca620727		1		1		100218		4
walk		6		3		100223		6
hill		4		4		100230		7
onoe m		1		1		100238		4
ca620726		1		1		100243		4
802		5		5		100248		8
z1		1		1		100257		4
zm		3		1		100262		4
a1		25		23		100267		26
sz1		1		1		100294		4
ai		3		2		100299		5
sum		52		35		100305		38
sai		3		3		100344		6
zmnz1		1		1		100351		4
rise		5		5		100356		8
reli		12		12		100365		15
gaussian		34		24		100381		27
baer r m		1		1		100409		4
ca620725		1		1		100414		4
trial		13		11		100419		14
davis m		1		1		100434		4
logemann g		1		1		100439		4
loveland d		1		1		100444		4
ca620724		1		1		100449		4
orbit		5		5		100454		8
kruglyak y a		7		7		100463		10
whitman d r		7		7		100474		10
ca620723		1		1		100485		4
109		3		3		100490		6
ca620722		1		1		100497		4
ca620721		1		1		100502		4
relph a p		10		10		100507		13
ca620720		1		1		100521		4
817		4		4		100526		7
ca620719		1		1		100534		4
ca620718		1		1		100539		4
ca620717		1		1		100544		4
ca620716		1		1		100549		4
johnson m l		3		3		100554		6
ca620715		1		1		100561		4
ca620714		1		1		100566		4
825		1		1		100571		4
molecular		6		5		100576		8
ca620713		1		1		100585		4
826		5		5		100590		8
ca620712		1		1		100599		4
ca620711		1		1		100604		4
ca620710		1		1		100609		4
831		2		2		100614		5
gausss		3		3		100620		6
107		9		9		100627		12
ca620709		1		1		100640		4
ca620708		1		1		100645		4
834		5		5		100650		8
maehli		6		3		100659		6
105		6		6		100666		9
stoer j		1		1		100676		4
ca620707		1		1		100681		4
reduct		59		39		100686		42
104		4		4		100729		7
rutishausr h		1		1		100737		4
ca620706		1		1		100742		4
1972		173		172		100747		175
bottenbirruch h h		1		1		100923		4
ca620705		1		1		100928		4
852		5		5		100933		8
ca620704		1		1		100942		4
modifi		76		66		100947		69
row		22		16		101017		19
valuabl		12		12		101037		15
dens		3		3		101053		6
thoroughli		4		3		101060		6
esso		1		1		101067		4
nine		4		4		101072		7
larsen l j		1		1		101080		4
ca620703		1		1		101085		4
eigenvector		24		16		101090		19
appel k		1		1		101110		4
ca620702		1		1		101115		4
ca620701		1		1		101120		4
caviness j s		1		1		101125		4
joseph c		1		1		101130		4
ca620624		1		1		101135		4
avint		1		1		101140		4
77		8		6		101145		9
whittier v e		1		1		101155		4
ca620623		1		1		101160		4
76		3		3		101165		6
randell b		6		6		101172		9
ca620622		1		1		101182		4
ca620621		1		1		101187		4
ca620620		1		1		101192		4
conger r a		1		1		101197		4
ca620619		1		1		101202		4
ca620618		1		1		101207		4
ca620617		1		1		101212		4
steck b		1		1		101217		4
ca620616		1		1		101222		4
103		2		2		101227		5
kuncir g f		1		1		101233		4
ca620615		1		1		101238		4
lexicograph		20		12		101243		15
ca620614		1		1		101259		4
add		9		9		101264		12
kiviat p j		2		2		101277		5
ca620612		1		1		101283		4
remov		36		26		101288		29
ca620613		1		1		101318		4
garland s j		1		1		101323		4
ca620611		1		1		101328		4
98		1		1		101333		4
pfaltz j l		1		1		101338		4
ca620610		1		1		101343		4
shortest		21		10		101348		13
97		1		1		101362		4
ca620609		1		1		101367		4
ancestor		3		3		101372		6
96		1		1		101379		4
ca620608		1		1		101384		4
1978931		1		1		101389		4
95		4		4		101394		7
ca620607		1		1		101402		4
kurtzberg j		1		1		101407		4
ca620606		1		1		101412		4
perstein m h		1		1		101417		4
ca620605		1		1		101422		4
jones t g		1		1		101427		4
ca620604		1		1		101432		4
lost		2		2		101437		5
oster c a		2		2		101443		5
ca620603		1		1		101449		4
ca620602		1		1		101454		4
rabinowitz i n		1		1		101459		4
ca620601		1		1		101464		4
lewi		4		3		101469		6
sperri		3		2		101476		5
evolv		13		13		101482		16
eas		25		23		101499		26
proce		7		7		101526		10
temper		1		1		101537		4
pace		2		2		101542		5
insur		6		6		101548		9
education		1		1		101558		4
mistak		2		2		101563		5
cure		2		2		101569		5
emphas		11		11		101575		14
principl		44		35		101590		38
landis n		1		1		101629		4
manos a		1		1		101634		4
turner l r		1		1		101639		4
ca620520		1		1		101644		4
92		1		1		101649		4
roek d j		1		1		101654		4
ca620519		1		1		101659		4
buchner k h		1		1		101664		4
ca620518		1		1		101669		4
91		5		5		101674		8
newhouse a		3		3		101683		6
ca620517		1		1		101690		4
fresnel		9		8		101695		11
cosin		17		7		101707		10
90		4		4		101718		7
cundiff j l		3		3		101726		6
ca620516		1		1		101733		4
sine		4		4		101738		7
89		2		2		101746		5
ca620515		1		1		101752		4
88		4		4		101757		7
ca620514		1		1		101765		4
batch		40		26		101770		29
mullen j w		1		1		101800		4
ca620513		1		1		101805		4
mullin j p		1		1		101810		4
ca620512		1		1		101815		4
advanc		33		29		101820		32
bouman c a		1		1		101853		4
ca620511		1		1		101858		4
guid		20		19		101863		22
teach		41		19		101886		22
knowledg		28		23		101909		26
know		11		11		101936		14
greene i		1		1		101951		4
ca620510		1		1		101956		4
conclud		26		26		101961		29
kesner o		1		1		101991		4
ca620509		1		1		101996		4
modular		18		12		102001		15
emery j c		1		1		102017		4
ca620508		1		1		102022		4
librarian		1		1		102027		4
answer		57		27		102032		30
creation		12		9		102063		12
hicks w		1		1		102076		4
ca620507		1		1		102081		4
donally w l		1		1		102086		4
ca620506		1		1		102091		4
151		11		11		102096		14
berman r		1		1		102111		4
sharp j		1		1		102116		4
sturges l		1		1		102121		4
ca620505		1		1		102126		4
152		46		46		102131		49
interim		1		1		102181		4
bureau		3		3		102186		6
ship		1		1		102193		4
siegel m		1		1		102198		4
smith a e		1		1		102203		4
ca620504		1		1		102208		4
153		11		11		102213		14
lippitt a		1		1		102228		4
ca620503		1		1		102233		4
sammet j e		6		6		102238		9
ca620502		1		1		102248		4
cunningham j f		2		2		102253		5
ca620501		1		1		102259		4
citi		7		5		102264		8
street		2		1		102273		4
pictur		93		41		102278		44
exit		15		9		102323		12
actual		47		44		102336		47
proport		25		20		102384		23
consequ		17		17		102408		20
ca620412		1		1		102429		4
due		24		22		102434		25
coincid		3		3		102460		6
kaiser c j		1		1		102467		4
ca620411		1		1		102472		4
216		5		5		102477		8
ca620410		1		1		102486		4
ca620409		1		1		102491		4
brown p j		6		6		102496		9
ca620408		1		1		102506		4
219		14		14		102511		17
ca620407		1		1		102529		4
ca620406		1		1		102534		4
ca620405		1		1		102539		4
evans t g		2		2		102544		5
ca620404		1		1		102550		4
222		10		10		102555		13
hennion p e		6		6		102569		9
ca620403		1		1		102579		4
space		162		105		102584		108
computation		17		17		102693		20
mix		33		24		102714		27
radix		20		8		102742		11
hellerman h		3		3		102754		6
ca620402		1		1		102761		4
codasyl		4		4		102766		7
goal		29		22		102774		25
proper		21		20		102800		23
bosak		2		1		102824		4
hope		5		5		102829		8
avid		1		1		102838		4
implementor		1		1		102843		4
profession		40		21		102848		24
appreci		6		3		102873		6
businessman		1		1		102880		4
exhaust		14		14		102885		17
discours		3		2		102903		5
philosophi		25		22		102909		25
trust		2		2		102935		5
stimul		4		4		102941		7
welcom		1		1		102949		4
richard		2		2		102954		5
clipping		1		1		102960		4
edp		9		6		102965		9
carei		1		1		102975		4
dobb		1		1		102980		4
roi		1		1		102985		4
goldfing		1		1		102990		4
rene		1		1		102995		4
jasper		1		1		103000		4
keat		1		1		103005		4
cash		2		2		103010		5
kendrick		1		1		103016		4
compani		6		3		103021		6
jean		2		2		103028		5
sammet		2		2		103034		5
ca620401		1		1		103040		4
240		24		24		103045		27
poseidon		1		1		103073		4
instant		5		3		103078		6
action		40		34		103085		37
ca620315		1		1		103123		4
251		10		10		103128		13
viewpoint		5		5		103142		8
market		11		6		103151		9
1950		1		1		103161		4
1970		195		191		103166		194
carlson w m		1		1		103361		4
ca620314		1		1		103366		4
253		5		5		103371		8
airlin		3		2		103380		5
passeng		2		1		103386		4
roster		2		2		103391		5
reserv		10		9		103397		12
inventori		5		3		103410		6
flight		3		3		103417		6
jet		1		1		103424		4
telefil		3		2		103429		5
solid		19		12		103435		15
successfulli		18		17		103451		20
despit		6		6		103472		9
score		3		2		103482		5
resembl		4		4		103488		7
phone		4		2		103496		5
annex		1		1		103502		4
agent		1		1		103507		4
selecton		1		1		103512		4
isol		14		7		103517		10
usual		57		50		103528		53
davidson l		1		1		103582		4
ca620313		1		1		103587		4
259		8		8		103592		11
ratfact		1		1		103604		4
ca620312		1		1		103609		4
300		12		11		103614		14
ca620311		1		1		103629		4
301		12		8		103634		11
83		17		17		103646		20
ca620310		1		1		103667		4
302		8		8		103672		11
economis		2		2		103684		5
82		33		33		103690		36
ca620309		1		1		103727		4
303		4		4		103732		7
81		51		51		103740		54
ca620308		1		1		103795		4
304		10		10		103800		13
reciproc		6		5		103814		8
holsten w		1		1		103823		4
ca620307		1		1		103828		4
305		7		7		103833		10
foster m b		1		1		103844		4
ca620306		1		1		103849		4
307		5		5		103854		8
knot		3		3		103863		6
weizenbaum j		6		6		103870		9
ca620305		1		1		103880		4
ca620304		1		1		103885		4
309		4		4		103890		7
wire		11		5		103898		8
ca620303		1		1		103907		4
310		19		19		103912		22
autocod		4		3		103935		6
argu		14		14		103942		17
enjoi		2		2		103960		5
utmost		2		2		103966		5
economi		16		12		103972		15
print		31		23		103988		26
ellis p v		1		1		104015		4
ca620302		1		1		104020		4
315		44		44		104025		47
ledley r		1		1		104073		4
wilson j b		1		1		104078		4
ca620301		1		1		104083		4
317		18		18		104088		21
vectorcardiograph		1		1		104110		4
von		7		3		104115		6
der		3		3		104122		6
groeben		1		1		104129		4
toole j g		1		1		104134		4
ca620211		1		1		104139		4
341		16		16		104144		19
polk w		1		1		104164		4
ochser r t		1		1		104169		4
ca620210		1		1		104174		4
343		16		16		104179		19
tree		304		101		104199		104
salton g		7		7		104304		10
ca620209		1		1		104315		4
344		19		19		104320		22
multipli		10		9		104343		12
baker j j		2		2		104356		5
ca620208		1		1		104362		4
345		9		9		104367		12
weisert c		1		1		104380		4
